start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 18% citric, 1200ppm Cap B, 1.1% APG (18) - April 11 - 70C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 63,12-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,10-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 63,12-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 1000ppm Cap B, 1.7% APG (171)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,(unstable RT concentrate),Temp 29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,10-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 4,14-Jun-24,,Gel precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,10-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 7,17-Jun-24,,Flaky precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 18% citric, 1300ppm Cap B, 1.5% APG (169)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,(unstable RT concentrate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,29-May-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 20 ,17-Jun-24,,Flaky precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,29-May-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 20 ,17-Jun-24,,Gel at bottom ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 1200ppm Cap B, 1.3% APG (91)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,(unstable RT concentrate),Temp 29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,14-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 38,22-Jul-24,,Flaky precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,14-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 3,17-Jun-24,,Flaky precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12% HS40, 14% citric, 1000ppm Cap B, 1.7% APG (172)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,(unstable RT concentrate),Temp 29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,10-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 4,14-Jun-24,,Gel precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,10-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 7,17-Jun-24,,Flaky precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 10% citric, 1200ppm Cap B, 1.1% APG (8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,14-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 59,12-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,14-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 10,24-Jun-24,,Flaky precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.5% APG (179)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,20-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 12,02-Jul-24,,Gel at bottom. cloudy solution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,20-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 19,09-Jul-24,,Gel at bottom. cloudy solution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS40, 14% citric, 800ppm Cap B, 1.7% APG (176)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,20-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 1,21-Jun-24,,"Cloudy, precipitate ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,20-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 54,12-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10% HS40, 14% citric, 800ppm Cap B, 1.5% APG (175)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,20-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 54,12-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,20-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 54,12-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.5% APG (179) - June 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,Temp 29C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,25-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 128,30-Oct-24,,Small gel precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,25-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 50,14-Aug-24,,Flaky precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.7% APG (179) - June 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,28-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 102,08-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,28-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 102,08-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.7% APG (180)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,20-Jun-24,3.65,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 113,11-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,20-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 19,09-Jul-24,,Significant flaky precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12%HS, 14% Citric, 1200ppm CapB, 1.5% APG (194) - Viscous - June 27 Concentrate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xx Dilution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,14-Nov-24,,Gel precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.7% APG (180) - july 29 concentrate gel by dec 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 1,21-Jun-24,3.65,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 113,11-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,20-Jun-24,5.12,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 19,09-Jul-24,,Significant flaky precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40x Dilution - July 29 Concentrate (Frozen and thawed) - Concentrate viscous/gel by Nov. 20, completely gel by nov. 28",,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,02-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40x Dilution - July 29 Concentrate (30C) - Concentrate viscous/gel by Nov. 20, completely gel by nov. 28",,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,11-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80x Dilution - July 2 Concentrate (Gel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,14-Nov-24,,Gel precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.7% APG (180) - June 25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution - 2,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,25-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 107,11-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution - 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,25-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 35,30-Jul-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 36,31-Jul-24,,Significant flaky precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.7% APG (180)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution - 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,25-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 35,30-Jul-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 36,31-Jul-24,,Significant flaky precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.7% APG (180) - June 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,27-Jun-24,Temp 29C,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 107,11-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution - 2,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,27-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.7% APG (180) - July 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,07-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.7% APG (180) - July 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,01-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 14,15-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,01-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,09-Jan-25,,gel precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.7% APG (180) - New CapB & new APG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution - 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,08-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 63,11-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution - 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,08-Aug-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 63,11-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.7% APG (180) - New Brine ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution - 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,30-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.7% APG (180) - July 29 Conc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,30-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09-Jan-25,,gel precipitate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS, 800ppm CapB, 1.7% APG (180.1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,12-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 7,19-Dec-24,,Small white flaky precipitate (brine?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,12-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 4,16-Dec-24,,Gel precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,12-Dec-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 7,19-Jan-25,,Gel precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.9% APG (182)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,(unstable RT concentrate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,21-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 3,24-Jun-24,,Flaky precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,20-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 3,24-Jun-24,,Flaky precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 16% citric, 800ppm Cap B, 1.7% APG (185)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,25-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 105,08-Oct-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,25-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 25,19-Jul-24,,Small white precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14% HS40, 14% citric, 800ppm Cap B, 1.6% APG (186)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution - 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,25-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,15-Oct-24,,Tiny precipitate at bottom ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,25-Jun-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 84,17-Sep-24,,Gel like precipitate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
%Hs (Armorfoam - Gel by mid october),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,02-Jul-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 121,30-Oct-24,,Small gel at bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40x Dilution ,,,,,Removed for space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,02-Jul-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day X,28-Nov-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20x Dilution - July 2 Concentrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Date,pH,Observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day 0 ,09-Jul-24,,Clear solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
